"";"title";"first_name";"last_name";"full_name";"gender";"date_birth";"place_birth";"country_birth";"date_death";"religion";"family_stat";"occupation";"party";"time";"legislature";"elect_distr";"faction";"mandate_type"
"3128";"Dr.";"Sascha";"Raabe";"Dr. Sascha Raabe";"männlich";"10.06.1968";"Frankfurt/Main";NA;NA;"katholisch";"verheiratet, 4 Kinder";"Bürgermeister a. D.";"SPD";1;"15";"181";"Fraktion der Sozialdemokratischen Partei Deutschlands";"Direktwahl"
"3129";"";"Gerold";"Reichenbach";"Gerold Reichenbach";"männlich";"28.09.1953";"Geinsheim";NA;NA;"ohne Angaben";"verheiratet";"Studienrat";"SPD";1;"15";"185";"Fraktion der Sozialdemokratischen Partei Deutschlands";"Direktwahl"
"3130";"";"Walter";"Riester";"Walter Riester";"männlich";"27.09.1943";"Kaufbeuren";NA;NA;"konfessionslos";"verheiratet, 2 Kinder";"Fliesenleger, Bundesminister a. D.";"SPD";1;"15";NA;"Fraktion der Sozialdemokratischen Partei Deutschlands";"Landesliste"
"3131";"";"Hannelore";"Roedel";"Hannelore Roedel";"weiblich";"03.07.1957";"Nürnberg";NA;NA;"evangelisch-lutherisch";"keine Angaben";"Dipl.-Finanzwirtin (FH), Regierungsrätin a. D.";"CSU";1;"15";NA;"Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union";"Landesliste"
"3132";"";"Karin";"Roth";"Karin Roth";"weiblich";"06.02.1949";"Erkenrechtsweiler / Schwäbische Alb";NA;NA;"ohne Angaben";"geschieden";"Sozialarbeiterin, Senatorin a. D., Parl. Staatssekretärin beim Bundesminister für Verkehr, Bau und Stadtentwicklung a. D.";"SPD";1;"15";NA;"Fraktion der Sozialdemokratischen Partei Deutschlands";"Landesliste"
"3133";"";"Ortwin";"Runde";"Ortwin Runde";"männlich";"12.02.1944";"Elbing / Ostpreußen";NA;NA;"ohne Angaben";"verheiratet, 2 Kinder";"Dipl.-Soziologe, Erster Bürgermeister a. D.";"SPD";1;"15";"23";"Fraktion der Sozialdemokratischen Partei Deutschlands";"Direktwahl"
"3134";"";"Albert";"Rupprecht";"Albert Rupprecht";"männlich";"10.06.1968";"Waldthurn";NA;NA;"römisch-katholisch";"verheiratet, 2 Kinder";"Diplom-Volkswirt";"CSU";1;"15";NA;"Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union";"Landesliste"
"3135";"";"Peter";"Rzepka";"Peter Rzepka";"männlich";"07.07.1944";"Jagertow / Kreis Belgrad (Pommern)";NA;NA;"ohne Angaben";"ledig";"Steuerjurist";"CDU";1;"15";NA;"Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union";"Landesliste"
"3136";"";"Krista";"Sager";"Krista Sager";"weiblich";"28.07.1953";"Bremen";NA;NA;"ohne Angaben";"verheiratet";"Politikerin";"BÜNDNIS 90/DIE GRÜNEN";1;"15";NA;"Fraktion Bündnis 90/Die Grünen";"Landesliste"
"3137";"";"Anton";"Schaaf";"Anton Schaaf";"männlich";"30.01.1962";"Langenfeld / Rheinland";NA;NA;"ohne Angaben";"4 Kinder";"Maurer";"SPD";1;"15";"119";"Fraktion der Sozialdemokratischen Partei Deutschlands";"Direktwahl"
"3138";"";"Axel";"Schäfer";"Axel Schäfer";"männlich";"03.08.1952";"Frankfurt/Main";NA;NA;"ohne Angaben";"verheiratet, 1 Kind";"Generalsekretär";"SPD";1;"15";"141";"Fraktion der Sozialdemokratischen Partei Deutschlands";"Direktwahl"
"3139";"";"Andreas";"Scheuer";"Andreas Scheuer";"männlich";"26.09.1974";"Passau";NA;NA;"römisch-katholisch";"verheiratet, 1 Kind";"BM für Verkehr und digitale Infrastruktur, Magister in Politologie, Wirtschaftswissenschaften und Soziologie";"CSU";1;"15";NA;"Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union";"Landesliste"
"3140";"";"Georg";"Schirmbeck";"Georg Schirmbeck";"männlich";"06.10.1949";"Ohrbeck";NA;NA;"evangelisch-lutherisch";"verheiratet, 2 Kinder";"Geschäftsführer";"CDU";1;"15";"38";"Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union";"Direktwahl"
"3141";"";"Wilfried";"Schreck";"Wilfried Schreck";"männlich";"24.11.1955";"Peitz";NA;NA;"ohne Angaben";"verheiratet, 1 Kind";"Dipl.-Ingenieur";"SPD";1;"15";"64";"Fraktion der Sozialdemokratischen Partei Deutschlands";"Direktwahl"
"3142";"Dr.";"Ole";"Schröder";"Dr. Ole Schröder";"männlich";"27.08.1971";"Hamburg";NA;NA;"evangelisch";"verheiratet, 2 Kinder";"Rechtsanwalt, PSts a. D.";"CDU";1;"17";"7";"Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union";"Direktwahl"
"3143";"";"Bernhard";"Schulte-Drüggelte";"Bernhard Schulte-Drüggelte";"männlich";"05.02.1951";"Möhnsee-Körbecke";NA;NA;"römisch-katholisch";"verheiratet, 4 Kinder";"Dipl.-Agraringenieur, selbständiger Land-und Forstwirt";"CDU";1;"15";"147";"Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union";"Direktwahl"
"3144";"";"Swen";"Schulz";"Swen Schulz";"männlich";"01.03.1968";"Hamburg";NA;NA;"ohne Angaben";"3 Kinder";"Redaktionsdirektor, Diplom-Politologe";"SPD";1;"15";"79";"Fraktion der Sozialdemokratischen Partei Deutschlands";"Direktwahl"
"3145";"";"Uwe";"Schummer";"Uwe Schummer";"männlich";"14.11.1957";"Adelaide";"Australien";NA;"katholisch";"ledig";"Groß- und Außenhandelskaufmann";"CDU";1;"15";"112";"Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union";"Direktwahl"
"3146";"Dr.";"Martin";"Schwanholz";"Dr. Martin Schwanholz";"männlich";"19.06.1960";"Stirpe";NA;NA;"ohne Angaben";"keine Angaben";"Wirtschafts- und Sozialwissenschaftler";"SPD";1;"15";"39";"Fraktion der Sozialdemokratischen Partei Deutschlands";"Direktwahl"
"3147";"";"Kurt";"Segner";"Kurt Segner";"männlich";"24.11.1946";"Hardheim";NA;NA;"katholisch";"ledig";"Elektroinstallateur, Geschäftsführer";"CDU";1;"15";"277";"Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union";"Direktwahl"
"3148";"";"Matthias";"Sehling";"Matthias Sehling";"männlich";"10.05.1959";"München";NA;NA;"römisch-katholisch";"verheiratet";"Regierungsdirektor a. D.";"CSU";1;"15";NA;"Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union";"Landesliste"
"3149";"";"Petra";"Selg";"Petra Selg";"weiblich";"23.03.1961";"Rielasingen";NA;NA;"evangelisch";"verheiratet, 3 Kinder";"Krankenschwester";"BÜNDNIS 90/DIE GRÜNEN";1;"15";NA;"Fraktion Bündnis 90/Die Grünen";"Landesliste"
"3150";"";"Thomas";"Silberhorn";"Thomas Silberhorn";"männlich";"12.11.1968";"Kemmern / Lkr. Bamberg";NA;NA;"katholisch";"verheiratet, 2 Kinder";"Rechtsanwalt (Tätigkeit ruhend), Parl. Staatssekretär";"CSU";1;"15";"237";"Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union";"Direktwahl"
"3151";"";"Ursula";"Sowa";"Ursula Sowa";"weiblich";"08.06.1957";"Würzburg";NA;NA;"evangelisch";"verheiratet, 3 Kinder";"Dipl.-Ingenieurin, Architektin";"BÜNDNIS 90/DIE GRÜNEN";1;"15";NA;"Fraktion Bündnis 90/Die Grünen";"Landesliste"
"3152";"";"Jens";"Spahn";"Jens Spahn";"männlich";"16.05.1980";"Ahaus";NA;NA;"römisch-katholisch";"ledig";"Bundesminister für Gesundheit, Bankkaufmann, Politologe";"CDU";1;"15";"125";"Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union";"Direktwahl"
"3153";"";"Christian";"Stetten";"Christian Stetten";"männlich";"24.07.1970";"Stuttgart";NA;NA;"evangelisch";"verheiratet, 2 Kinder";"Dipl.-Betriebswirt (FH)";"CDU";1;"15";"269";"Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union";"Direktwahl"
"3154";"Dr.";"Rainer";"Stinner";"Dr. Rainer Stinner";"männlich";"26.06.1947";"Bremen";NA;NA;"evangelisch-lutherisch";"verheiratet";"Dipl.-Kaufmann, Unternehmensberater";"FDP";1;"15";NA;"Fraktion der Freien Demokratischen Partei";"Landesliste"
"3155";"";"Melanie";"Oßwald";"Melanie Oßwald";"weiblich";"01.06.1976";"Nürnberg";NA;NA;"evangelisch";"verheiratet";"Dipl.-Designerin, PR-Managerin";"CSU";1;"15";NA;"Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union";"Landesliste"
"3156";"";"Silke";"Stokar von Neuforn";"Silke Stokar von Neuforn";"weiblich";"10.05.1953";"Kleinvollstedt / Schleswig-Holstein";NA;NA;"evangelisch";"geschieden, 1 Kind";"Groß- und Außenhandelskauffrau";"BÜNDNIS 90/DIE GRÜNEN";1;"15";"42";"Fraktion Bündnis 90/Die Grünen";"Landesliste"
"3157";"";"Gero";"Storjohann";"Gero Storjohann";"männlich";"12.02.1958";"Bad Segeberg";NA;NA;"ohne Angaben";"verheiratet, 3 Kinder";"Dipl.-Betriebswirt (FH)";"CDU";1;"15";NA;"Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union";"Landesliste"
"3158";"";"Christoph";"Strässer";"Christoph Strässer";"männlich";"12.06.1949";"Velbert";NA;NA;"ohne Angaben";"verheiratet";"Rechtsanwalt";"SPD";1;"15";"130";"Fraktion der Sozialdemokratischen Partei Deutschlands";"Direktwahl"
"3159";"";"Michaela";"Tadjadod";"Michaela Tadjadod";"weiblich";"24.12.1959";"Düsseldorf";NA;NA;"römisch-katholisch";"verheiratet, 4 Kinder";"Vizepräsidentin DBT a. D., Rechtsanwältin, Parl. Geschäftsführerin";"CDU";1;"15";NA;"Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union";"Landesliste"
"3160";"";"Antje";"Tillmann";"Antje Tillmann";"weiblich";"28.08.1964";"Düsseldorf";NA;NA;"katholisch";"geschieden, 1 Kind";"Steuerberaterin, Diplomfinanzwirtin";"CDU";1;"15";NA;"Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union";"Landesliste"
"3161";"";"Marianne";"Tritz";"Marianne Tritz";"weiblich";"21.01.1964";"Dannenberg / Elbe";NA;NA;"ohne Angaben";"verheiratet, 2 Kinder";"Erzieherin, Referentin für Kultur-Medien und Öffentlichkeitsarbeit";"BÜNDNIS 90/DIE GRÜNEN";1;"15";"37";"Fraktion Bündnis 90/Die Grünen";"Landesliste"
"3162";"";"Hans-Jürgen";"Uhl";"Hans-Jürgen Uhl";"männlich";"06.10.1951";"Wetzlar / Lahn";NA;NA;"ohne Angaben";"verheiratet, 1 Kind";"Angestellter";"SPD";1;"15";"51";"Fraktion der Sozialdemokratischen Partei Deutschlands";"Direktwahl"
"3163";"";"Hubert";"Ulrich";"Hubert Ulrich";"männlich";"03.11.1957";"Saarlouis";NA;NA;"ohne Angaben";"verheiratet, 2 Kinder";"Dipl.-Wirtschaftsingenieur";"BÜNDNIS 90/DIE GRÜNEN";1;"15";NA;"Fraktion Bündnis 90/Die Grünen";"Landesliste"
"3164";"";"Volkmar Uwe";"Vogel";"Volkmar Uwe Vogel";"männlich";"18.01.1959";"Gera";NA;NA;"evangelisch";"verheiratet, 2 Kinder";"Zerspaner, Dipl.-Ingenieur (FH)";"CDU";1;"15";NA;"Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union";"Landesliste"
"3165";"Dr.";"Antje";"Vogel-Sperl";"Dr. Antje Vogel-Sperl";"weiblich";"22.11.1956";"Bayreuth";NA;NA;"evangelisch";"verheiratet, 2 Kinder";"Dipl.-Chemikerin";"BÜNDNIS 90/DIE GRÜNEN";1;"15";NA;"Fraktion Bündnis 90/Die Grünen";"Landesliste"
"3166";"";"Jörg";"Vogelsänger";"Jörg Vogelsänger";"männlich";"17.05.1964";"Woltersdorf";NA;NA;"ohne Angaben";"verheiratet, 2 Kinder";"Dipl.-Ingenieur";"SPD";1;"15";"63";"Fraktion der Sozialdemokratischen Partei Deutschlands";"Direktwahl"
"3167";"Dr.";"Marlies";"Volkmer";"Dr. Marlies Volkmer";"weiblich";"21.08.1947";"Bautzen";NA;NA;"konfessionslos";"verheiratet, 2 Kinder";"Ärztin";"SPD";1;"15";NA;"Fraktion der Sozialdemokratischen Partei Deutschlands";"Landesliste"
"3168";"";"Gerhard";"Wächter";"Gerhard Wächter";"männlich";"11.08.1946";"Helmern";NA;NA;"katholisch";"verheiratet, 2 Kinder";"Dipl.-Volkswirt";"CDU";1;"15";"138";"Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union";"Direktwahl"
"3169";"";"Marco";"Wanderwitz";"Marco Wanderwitz";"männlich";"10.10.1975";"Chemnitz";NA;NA;"evangelisch-lutherisch";"verheiratet, 4 Kinder";"Rechtsanwalt, Volljurist, Parl. Staatssekretär";"CDU";1;"15";"165";"Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union";"Direktwahl"
"3170";"";"Andreas";"Weigel";"Andreas Weigel";"männlich";"24.06.1964";"Werdau";NA;NA;"evangelisch";"verheiratet, 2 Kinder";"Geschäftsführer";"SPD";1;"15";NA;"Fraktion der Sozialdemokratischen Partei Deutschlands";"Landesliste"
"3171";"";"Petra";"Weis";"Petra Weis";"weiblich";"28.12.1957";"Duisburg";NA;NA;"evangelisch";"verheiratet";"Referatsleiterin";"SPD";1;"15";"116";"Fraktion der Sozialdemokratischen Partei Deutschlands";"Direktwahl"
"3172";"";"Ingo";"Wellenreuther";"Ingo Wellenreuther";"männlich";"16.12.1959";"Karlsruhe";NA;NA;"evangelisch";"verheiratet, 2 Kinder";"Vorsitzender Richter am Landgericht a. D.";"CDU";1;"15";NA;"Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union";"Landesliste"
"3173";"";"Andrea";"Wicklein";"Andrea Wicklein";"weiblich";"06.03.1958";"Potsdam-Babelsberg";NA;NA;"ohne Angaben";"verheiratet, 1 Kind";"Dipl.-Ökonomin";"SPD";1;"15";"61";"Fraktion der Sozialdemokratischen Partei Deutschlands";"Direktwahl"
"3174";"";"Josef Philip";"Winkler";"Josef Philip Winkler";"männlich";"05.04.1974";"Koblenz";NA;NA;"römisch-katholisch";"ledig";"Krankenpfleger";"BÜNDNIS 90/DIE GRÜNEN";1;"15";NA;"Fraktion Bündnis 90/Die Grünen";"Landesliste"
"3175";"Dr.";"Claudia";"Winterstein";"Dr. Claudia Winterstein";"weiblich";"18.03.1950";"Berlin";NA;NA;"evangelisch";"verheiratet, 1 Kind";"Dipl.-Pädagogin, Geschäftsführerin";"FDP";1;"15";"41";"Fraktion der Freien Demokratischen Partei";"Landesliste"
"3176";"Dr.";"Ingo";"Wolf";"Dr. Ingo Wolf";"männlich";"26.03.1955";"Braunschweig";NA;NA;"ohne Angaben";"verheiratet, 3 Kinder";"Rechtsanwalt, Oberkreisdirektor a. D.";"FDP";1;"15";NA;"Fraktion der Freien Demokratischen Partei";"Landesliste"
"3177";"";"Manfred";"Zöllmer";"Manfred Zöllmer";"männlich";"29.08.1950";"Bülkau / Niedersachsen";NA;NA;"ohne Angaben";"Lebensgemeinschaft";"Stellvertr. Schulleiter, Studiendirektor a. D.";"SPD";1;"15";"103";"Fraktion der Sozialdemokratischen Partei Deutschlands";"Direktwahl"
"3178";"";"Willi";"Zylajew";"Willi Zylajew";"männlich";"09.01.1950";"Köln";NA;NA;"römisch-katholisch";"verheiratet, 5 Kinder";"Dipl.-Sozialarbeiter";"CDU";1;"15";NA;"Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union";"Landesliste"
"3179";"";"Gisela";"Piltz";"Gisela Piltz";"weiblich";"03.12.1964";"Köln";NA;NA;"ohne Angaben";"keine Angaben";"Rechtsanwältin";"FDP";1;"15";NA;"Fraktion der Freien Demokratischen Partei";"Landesliste"
"3180";"Dr.";"Christel";"Happach-Kasan";"Dr. Christel Happach-Kasan";"weiblich";"04.01.1950";"Berlin-Lichterfelde";NA;NA;"evangelisch";"verwitwet, 1 Kind";"Biologin";"FDP";1;"15";NA;"Fraktion der Freien Demokratischen Partei";"Landesliste"
"3181";"";"Angelika";"Brunkhorst";"Angelika Brunkhorst";"weiblich";"09.10.1955";"Hannover";NA;NA;"evangelisch-lutherisch";"verheiratet, 3 Kinder";"Dipl.-Sozialwissenschaftlerin";"FDP";1;"15";"29";"Fraktion der Freien Demokratischen Partei";"Landesliste"
"3182";"";"Michael";"Kauch";"Michael Kauch";"männlich";"04.05.1967";"Dortmund";NA;NA;"konfessionslos";"eingetragene Lebenspartnerschaft";"Dipl.-Volkswirt";"FDP";1;"15";NA;"Fraktion der Freien Demokratischen Partei";"Landesliste"
"3183";"";"Lena";"Strothmann";"Lena Strothmann";"weiblich";"20.12.1952";"Münster / Westfalen";NA;NA;"katholisch";"verheiratet, 1 Kind";"Handwerksunternehmerin, Damenschneidermeisterin";"CDU";1;"15";NA;"Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union";"Landesliste"
"3184";"Dr.";"Volker";"Wissing";"Dr. Volker Wissing";"männlich";"22.04.1970";"Landau / Pfalz";NA;NA;"evangelisch";"verheiratet, 1 Kind";"Richter am Landgericht a. D.";"FDP";1;"15";NA;"Fraktion der Freien Demokratischen Partei";"Landesliste"
"3185";"";"Elvira";"Drobinski-Weiß";"Elvira Drobinski-Weiß";"weiblich";"26.06.1951";"Norderney";NA;NA;"katholisch";"verheiratet";"Dipl.-Pädagogin a. D., Rektorin";"SPD";1;"15";NA;"Fraktion der Sozialdemokratischen Partei Deutschlands";"Landesliste"
"3186";"";"Artur";"Auernhammer";"Artur Auernhammer";"männlich";"09.03.1963";"Oberhochstatt";NA;NA;"evangelisch";"ledig";"Landwirtschaftsmeister";"CSU";1;"15";NA;"Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union";"Landesliste"
"3187";"";"Angela";"Schmid";"Angela Schmid";"weiblich";"01.08.1943";"Nordhausen";NA;NA;"katholisch";"verheiratet, 3 Kinder";"Juristin";"CDU";1;"15";NA;"Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union";"Landesliste"
"3188";"";"Hellmut";"Königshaus";"Hellmut Königshaus";"männlich";"28.07.1950";"Berlin";NA;NA;"evangelisch";"verheiratet, 2 Kinder";"Leitender Angestellter";"FDP";1;"15";NA;"Fraktion der Freien Demokratischen Partei";"Landesliste"
"3189";"Dr.";"Bärbel";"Kofler";"Dr. Bärbel Kofler";"weiblich";"24.05.1967";"Freilassing";NA;NA;"ohne Angaben";"keine Angaben";"Sprachwissenschaftlerin, Bankkauffrau, Dipl.-Informatikerin (FH)";"SPD";1;"15";NA;"Fraktion der Sozialdemokratischen Partei Deutschlands";"Landesliste"
"3190";"";"Martina";"Eickhoff";"Martina Eickhoff";"weiblich";"02.06.1966";"Dortmund";NA;NA;"ohne Angaben";"keine Angaben";"Dipl.-Ingenieurin";"SPD";1;"15";NA;"Fraktion der Sozialdemokratischen Partei Deutschlands";"Landesliste"
"3191";"";"Jutta";"Krüger-Jacob";"Jutta Krüger-Jacob";"weiblich";"18.07.1963";"Saarbrücken";NA;NA;"ohne Angaben";"keine Angaben";"Rechtsanwältin";"BÜNDNIS 90/DIE GRÜNEN";1;"15";NA;"Fraktion Bündnis 90/Die Grünen";"Landesliste"
"3192";"Dr.";"Karl";"Addicks";"Dr. Karl Addicks";"männlich";"31.12.1950";"Amberg / Oberpfalz";NA;NA;"ohne Angaben";"verheiratet, 3 Kinder";"Arzt Allgemein/ Tropenmedizin";"FDP";1;"15";NA;"Fraktion der Freien Demokratischen Partei";"Landesliste"
"3193";"";"Monika";"Lazar";"Monika Lazar";"weiblich";"13.09.1967";"Leipzig";NA;NA;"konfessionslos";"keine Angaben";"Bäckerin und Betriebswirtin";"BÜNDNIS 90/DIE GRÜNEN";1;"15";NA;"Fraktion Bündnis 90/Die Grünen";"Landesliste"
"3194";"";"Lars";"Klingbeil";"Lars Klingbeil";"männlich";"23.02.1978";"Soltau";NA;NA;"ohne Angaben";"ledig";"Wissenschaftler Mitarbeiter";"SPD";1;"15";NA;"Fraktion der Sozialdemokratischen Partei Deutschlands";"Landesliste"
"3195";"";"Carl-Eduard";"Bismarck";"Carl-Eduard Bismarck";"männlich";"16.02.1961";"Zürich";"Schweiz";NA;"evangelisch";"verheiratet, 1 Kind";"Unternehmer";"CDU";1;"15";NA;"Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union";"Landesliste"
"3196";"";"Roland";"Dieckmann";"Roland Dieckmann";"männlich";"14.04.1965";"Eutin";NA;NA;"evangelisch-lutherisch";"geschieden, 2 Kinder";"Sozialversicherungsfachangestellter";"CDU";1;"15";NA;"Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union";"Landesliste"
"3197";"";"Michael";"Terwiesche";"Michael Terwiesche";"männlich";"27.02.1964";"Moers";NA;NA;"konfessionslos";"ledig";"Rechtsanwalt";"FDP";1;"15";NA;"Fraktion der Freien Demokratischen Partei";"Landesliste"
"3198";"";"Helmut";"Brandt";"Helmut Brandt";"männlich";"24.10.1950";"Bardenberg";NA;NA;"römisch-katholisch";"verheiratet, 2 Kinder";"Rechtsanwalt";"CDU";1;"15";NA;"Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union";"Landesliste"
"3199";"";"Jens";"Ackermann";"Jens Ackermann";"männlich";"02.07.1975";"Magdeburg";NA;NA;"evangelisch";"ledig, 1 Kind";"Dipl.-Medizinpädagoge, Krankenpfleger, Rettungsassistent";"FDP";1;"16";NA;"Fraktion der Freien Demokratischen Partei";"Landesliste"
"3200";"";"Christian";"Ahrendt";"Christian Ahrendt";"männlich";"07.05.1963";"Lübeck";NA;NA;"ohne Angaben";"verheiratet, 2 Kinder";"Rechtsanwalt";"FDP";1;"16";NA;"Fraktion der Freien Demokratischen Partei";"Landesliste"
"3201";"";"Peter";"Albach";"Peter Albach";"männlich";"26.07.1956";"Sömmerda";NA;NA;"evangelisch";"verheiratet, 2 Kinder";"Jurist";"CDU";1;"16";"192";"Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union";"Direktwahl"
"3202";"";"Gregor";"Amann";"Gregor Amann";"männlich";"15.08.1962";"Ravensburg";NA;NA;"konfessionslos";"verheiratet";"Politikwissenschaftler";"SPD";1;"16";"183";"Fraktion der Sozialdemokratischen Partei Deutschlands";"Direktwahl"
"3203";"";"Niels";"Annen";"Niels Annen";"männlich";"06.04.1973";"Hamburg";NA;NA;"evangelisch";"verheiratet";"Historiker, Parl. Staatssekretär";"SPD";1;"16";"21";"Fraktion der Sozialdemokratischen Partei Deutschlands";"Direktwahl"
"3204";"";"Hüseyin-Kenan";"Aydin";"Hüseyin-Kenan Aydin";"männlich";"22.10.1962";"Pülümür";"Türkei";NA;"ohne Angaben";"verheiratet, 1 Kind";"Gewerkschaftssekretär";"DIE LINKE.";1;"16";NA;"Fraktion DIE LINKE.";"Landesliste"
"3205";"";"Thomas";"Bareiß";"Thomas Bareiß";"männlich";"15.02.1975";"Albstadt-Ebingen";NA;NA;"evangelisch";"verheiratet";"Dipl.-Betriebswirt (BA), Parl. Staatssekretär";"CDU";1;"16";"295";"Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union";"Direktwahl"
"3206";"";"Uwe";"Barth";"Uwe Barth";"männlich";"23.07.1964";"Bad Langensalza";NA;NA;"konfessionslos";"verheiratet, 2 Kinder";"Diplom-Physiker";"FDP";1;"16";NA;"Fraktion der Freien Demokratischen Partei";"Landesliste"
"3207";"";"Dirk";"Becker";"Dirk Becker";"männlich";"04.05.1966";"Gadderbaum / Bielefeld";NA;NA;"evangelisch-reformiert";"verheiratet, 2 Kinder";"Dipl.-Verwaltungswirt";"SPD";1;"16";"136";"Fraktion der Sozialdemokratischen Partei Deutschlands";"Direktwahl"
"3208";"Dr.";"Günther";"Beckstein";"Dr. Günther Beckstein";"männlich";"23.11.1943";"Hersbruck";NA;NA;"evangelisch";"verheiratet, 3 Kinder";"Ministerpräsident";"CSU";1;"16";NA;"Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union";"Landesliste"
"3209";"";"Karin";"Binder";"Karin Binder";"weiblich";"28.08.1957";"Stuttgart";NA;NA;"konfessionslos";"Lebensgemeinschaft";"Gewerkschaftssekretärin, Handelsfachwirtin";"DIE LINKE.";1;"16";NA;"Fraktion DIE LINKE.";"Landesliste"
"3210";"Dr.";"Lothar";"Bisky";"Dr. Lothar Bisky";"männlich";"17.08.1941";"Zollbrück / Kreis Rummelsburg";NA;"13.08.2013";"ohne Angaben";"verheiratet, 3 Kinder";"Prof., Medienwissenschaftler";"DIE LINKE.";1;"16";NA;"Fraktion DIE LINKE.";"Landesliste"
"3211";"";"Heidrun";"Bluhm";"Heidrun Bluhm";"weiblich";"18.01.1958";"Schwerin";NA;NA;"konfessionslos";"geschieden, 2 Kinder";"Bauzeichnerin, Gesellschaftswissenschaftlerin";"DIE LINKE.";1;"16";NA;"Fraktion DIE LINKE.";"Landesliste"
"3212";"";"Volker";"Blumentritt";"Volker Blumentritt";"männlich";"16.06.1946";"Jena";NA;NA;"ohne Angaben";"keine Angaben";"Koch";"SPD";1;"16";"195";"Fraktion der Sozialdemokratischen Partei Deutschlands";"Direktwahl"
"3213";"";"Michael";"Brand";"Michael Brand";"männlich";"19.11.1973";"Fulda";NA;NA;"evangelisch";"verheiratet, 3 Kinder";"Angestellter, Pressesprecher";"CDU";1;"16";"176";"Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union";"Direktwahl"
"3214";"Dr.";"Martina";"Bunge";"Dr. Martina Bunge";"weiblich";"18.05.1951";"Leipzig";NA;NA;"ohne Angaben";"keine Angaben";"Sozialwissenschaftlerin";"DIE LINKE.";1;"16";NA;"Fraktion DIE LINKE.";"Landesliste"
"3215";"";"Martin";"Burkert";"Martin Burkert";"männlich";"14.10.1964";"Würzburg";NA;NA;NA;"verheiratet, 2 Kinder";"Gewerkschaftssekretär";"SPD";1;"16";NA;"Fraktion der Sozialdemokratischen Partei Deutschlands";"Landesliste"
